STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,SUBMITTED_BY,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA
31,     NKA-MF-002,1,4,8,00000,0,00,045,00000,'Mirage Flats Canal',,'Lembke Rd','25.8 mi S-SE of Chadron',99.99,3.62,0,,0,42280388,102521956,17,3,25,69,09,1945,2,0,5,2014,1,3.7,0,20,0,0,0,0,0,5,0,0,0,P,1,5,1,01,0,00,2,0,4.3,5.2,11.1,0,0,4.3,4.9,99.99,N,0,N,0,0,5,6,5,5,N,8,6.8,8,5.2,3,N,N,0,9,5,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,3,,0,0,0,1,0,0,0,,0,,Y,2,8,2046,,Y,69,F,5,54.39
31,     NKA-MF-010,1,8,8,00470,0,00,161,00000,'Mirage Flats Canal',,'470th Lane','11.7 mi SSE of HaySprings',99.99,22.043,0,,0,42305989,102440103,1,3,25,69,09,1945,1,0,5,2014,1,4.9,0,0,0,0,0,0,0,5,0,0,0,P,1,5,1,01,0,00,1,0,4.9,7.1,7.7,0,0,4.3,4.9,99.99,N,0,N,0,0,7,6,7,7,N,8,12.6,8,9.7,3,6,N,0,9,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,3,,0,0,0,1,0,0,0,,0,,Y,5,10,2046,,Y,69,F,6,37.73
31,     NKA-RW-002,1,4,8,00000,0,00,145,00000,'Red Willow Canal',,'County Road 720','7.2 mi NE of McCook',99.99,0,0,,0,40154799,100305886,320,3,25,69,09,1955,2,0,5,2014,2,6.1,0,31,0,0,0,0,0,5,0,0,0,A,1,5,7,02,0,00,2,0,6.1,6.9,14,0.2,0.2,5.8,6.1,99.99,N,0,N,0,0,6,6,5,5,N,7,35.6,7,25.6,5,4,N,5,9,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,8,0,0,0,,0,,Y,5,6,2046,,Y,69,F,5,85.4
31,     NKA-RW-007,1,8,8,00000,0,00,145,00000,'Red Willow Canal',,'Field Access','300 feet off of Highway 6',99.99,0,0,,0,40140248,100265876,320,3,25,69,09,1970,1,0,5,2024,0,4.7,0,0,0,0,0,0,0,5,0,0,0,A,1,5,7,02,0,00,1,0,4.7,7.2,7.7,0,0,4.7,5,99.99,N,0,N,0,0,7,5,5,6,N,5,,5,,*,7,N,5,9,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,3,,0,0,0,8,0,0,0,,0,,Y,6,5,2044,,Y,69,F,5,38.5
31,    NKA-FCD-001,1,4,1,00728,0,00,063,00000,'Medicine Creek Spillway',,'County Road 728','7.2 MI NW of Cambridge',99.99,0,0,,0,40224615,100125129,17,3,69,69,08,1949,2,0,170,2014,4,7.3,0,0,0,1,1,1,1,5,0,0,0,P,1,5,1,04,0,00,5,0,7.3,15.8,71.6,0,0,7.3,8.5,99.99,N,0,N,0,0,7,7,5,8,N,6,29.2,6,17.5,5,5,N,4,9,6,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,8,190,2040,,Y,69,F,5,608.6
31,    NKA-FCD-002,1,4,4,0044B,0,00,087,00000,'Trenton Dam Spillway',,'County Road 44B','2.7 mi W of Trenton',99.99,0,0,,0,40101917,101034891,16,3,69,69,09,1953,2,0,293,2014,5,7.9,0,0,0,1,1,1,1,3,0,0,0,P,1,5,1,04,1,04,3,14,7.3,13.4,133.8,0,0,7.3,7.9,99.99,N,0,N,0,0,6,6,6,8,N,1,34.2,1,20.7,6,5,N,4,9,4,,,0,524,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,8,320,2040,,Y,69,F,6,1057.02
31,    NKA-FCD-003,1,3,1,00061,0,00,029,00000,'Enders Dam Spillway',,'STATE HIGHWAY 61','2.6 mi S-SE of Enders',99.99,0,0,,0,40250957,101310329,3,3,69,69,02,1948,2,0,150,2014,5,7.9,0,0,0,0,1,1,1,3,0,0,0,P,1,5,1,04,0,00,7,0,7.3,15.6,113.1,0.3,0.3,7.3,7.9,99.99,N,0,N,0,0,7,7,7,8,N,8,23.3,8,18.1,5,5,N,4,9,8,,,0,524,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,8,160,2040,,Y,69,G,7,893.49
31,    NKA-GER-011,1,8,8,00000,0,00,175,00000,'Geranium Canal',,'Private Rd','10.6 miles W of Ord  NE',99.99,0,0,,0,41344178,099080358,320,3,25,69,09,1970,1,0,5,2024,0,4.9,0,0,0,0,0,0,0,5,0,0,0,A,1,5,5,04,0,00,1,0,4.9,14,15.2,0,0,4.9,5.5,99.99,N,0,N,0,0,7,7,7,6,N,5,,5,,*,3,N,5,9,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,3,,0,0,0,2,0,0,0,,0,,Y,6,5,2044,,Y,69,G,7,83.6
31,    NKA-MIR-001,1,4,1,00828,0,00,071,00000,'Mirdan Canal',,'Hatchery Road','5 mi NW of Burwell',99.99,0,0,,0,41492776,099124490,320,3,25,69,09,1991,2,0,6,2014,5,8.5,0,0,0,1,0,0,0,5,0,0,0,A,1,5,5,03,0,00,1,0,8.5,19.2,19.6,0,0,8.5,9.4,99.99,N,0,N,0,0,7,8,7,8,N,A,99.9,A,99.9,7,7,N,5,9,7,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,N,N,N,,0,,Y,8,10,2046,,Y,69,G,7,184.24
31,   NKA-AINS-023,1,4,8,00880,0,00,017,00000,'Ainsworth Canal Lateral',,'880th Rd','2.9 mi NE of Johnstown',99.99,0,0,,0,42344276,100001042,320,3,25,69,09,1963,2,0,5,2010,2,7,0,0,0,0,0,0,0,5,0,0,0,P,1,5,7,02,0,00,2,0,7.1,5.3,10.7,0.1,0.1,7.1,7.4,99.99,N,0,N,0,0,6,7,6,7,N,7,25.9,7,17.5,5,5,N,1,9,7,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,8,0,0,0,,0,,Y,4,6,2044,,Y,69,F,6,79.18
31,   NKA-CAMB-001,1,8,0,00000,0,00,065,00000,'Cambridge Canal',,'Field Access','2.5 mi E of Cambridge',99.99,0,0,,0,40171337,100070123,1,3,25,69,09,1947,2,0,5,2014,0,6.1,0,0,0,0,0,0,0,5,0,0,0,A,1,5,4,02,0,00,2,0,6.1,9,18.1,0,0,6.1,6.1,99.99,N,0,N,0,0,6,5,5,7,N,6,36.3,6,21.7,5,5,N,5,9,3,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,4,5,2040,,Y,69,F,5,110.41
31,   NKA-CAMB-004,1,8,8,00000,0,00,065,00000,'Cambridge Canal',,'Rd 415','5.6 mi E NE of Cambridge',99.99,0,0,,0,40180684,100034457,3,3,21,69,09,1963,2,0,3,2014,0,7.2,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,7.2,9.7,10.3,0,0,7.2,7.2,99.99,N,0,N,0,0,6,4,4,5,N,6,32.1,6,19.1,4,5,N,4,9,6,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,0,0,0,,0,,Y,2,3,2040,,Y,69,P,4,74.16
31,   NKA-CAMB-010,1,4,8,00000,0,00,065,00000,'Cambridge Canal',,'Rd 418','0.7 mi N of Holbrook  NE',99.99,0,0,,0,40185722,100001977,3,3,25,69,09,1970,2,0,20,2024,0,8.5,0,0,0,0,0,0,0,5,0,0,0,A,1,5,5,04,0,00,1,0,8.5,9.7,10.1,0,0,8.5,9.1,99.99,N,0,N,0,0,6,6,7,7,N,5,,5,,*,7,N,5,9,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,2,0,0,0,,0,,Y,6,40,2046,,Y,69,F,6,91.91
31,   NKA-CULB-006,1,4,1,00000,0,00,087,00000,'Culbertson Canal',,'E. County Road Ave','1.8 mi E of Palisade',99.99,0,0,,0,40210261,101042642,8,3,25,69,09,1957,2,0,25,2014,0,7.6,0,44,0,N,N,N,N,5,0,0,0,A,1,5,2,19,0,00,2,0,7.6,3.2,8.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,6,0,32.4,0,23.4,6,N,N,5,9,6,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,1980,N,N,N,N,,0,,Y,5,30,2040,,Y,69,F,6,66.12
31,   NKA-CULB-007,1,4,1,00725,0,00,087,00000,'Culbertson Canal',,'County Road 725','2.6 mi E of Palisade',99.99,0,0,,0,40202669,101033582,5,3,25,69,09,1957,2,0,20,2014,0,7.6,0,20,0,N,N,N,N,5,0,0,0,A,1,5,2,19,0,00,2,0,7.6,3.2,6.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,7,0,32.4,0,23.4,6,N,N,5,9,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,1980,N,N,N,N,,0,,Y,5,25,2040,,Y,69,G,7,50.92
31,   NKA-CULB-010,1,4,1,00000,0,00,087,00000,'Culbertson Canal',,'County Road 363','3.7 mi SE of Palisade',99.99,0,0,,0,40195875,101022889,13,3,02,69,09,1957,2,0,20,2014,0,7.6,0,14,0,N,N,N,N,5,0,0,0,A,1,5,2,19,0,00,2,0,7.6,3.2,6.4,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,7,0,32.4,0,23.4,6,N,N,5,9,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,1980,N,N,N,N,,0,,Y,5,25,2040,,Y,69,G,7,48.64
31,   NKA-CULB-018,1,4,1,00367,0,00,087,00000,'Culbertson Canal',,'County Road 367','8.3 mi NW of Culbertson',99.99,0,0,,0,40174035,100575960,11,3,02,69,09,1958,2,0,20,2014,0,4.9,0,24,0,N,N,N,N,5,0,0,0,A,1,5,2,19,0,00,2,0,11,3.2,6.9,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,7,0,32.4,0,23.4,6,N,N,5,9,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,1996,N,N,N,N,,0,,Y,5,22,2040,,Y,69,G,7,33.81
31,   NKA-CULB-026,1,4,1,00372,0,00,087,00000,'Culbertson Canal',,'County Road 372','3.4 mi NE of Culbertson',99.99,0,0,,0,40152413,100532745,6,3,01,69,09,1958,2,0,20,2014,0,9.1,0,0,0,0,0,0,0,5,0,0,0,A,1,5,2,19,0,00,2,0,9.4,3.2,6.2,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,7,0,32.4,0,23.4,6,N,N,5,9,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,1988,N,N,N,N,,0,,Y,5,25,2040,,Y,69,G,7,56.42
31,   NKA-CULB-031,1,4,1,00720,0,00,087,00000,'Culbertson Canal',,'County Road 720','2.9 mi NW of Culbertson',99.99,0,0,,0,40154922,100521507,6,3,02,69,09,1958,2,0,20,2014,0,8.5,0,18,0,N,N,N,N,5,0,0,0,A,1,5,2,19,0,00,2,0,8.5,3.2,6.6,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,7,0,32.4,0,23.4,6,N,N,5,9,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,1996,N,N,N,N,,0,,Y,5,22,2040,,Y,69,G,7,56.1
31,   NKA-FULL-015,1,8,8,00000,0,00,093,00000,'Fullerton Canal',,'Private Rd','4.0 miles N of Elba  NE',99.99,0,0,,0,41201196,098361060,320,3,25,69,09,1970,1,0,5,2024,0,5.6,0,0,0,0,0,0,0,5,0,0,0,A,1,5,5,04,0,00,1,0,5.6,14.5,15.4,0,0,5.6,7.4,99.99,N,0,N,0,0,7,7,7,7,N,5,,5,,*,4,N,5,9,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,3,,0,0,0,2,0,0,0,,0,,Y,6,5,2044,,Y,69,G,7,113.96
31,   NKA-MEEK-010,1,4,1,00370,0,00,087,00000,'Upper Meeker Canal',,'CO RD 370','5.5 mi E of Trenton',99.99,0,0,,0,40103261,100543648,6,3,25,69,07,1955,2,0,20,2014,0,10.4,0,0,0,N,N,N,N,5,0,0,0,A,1,5,2,19,0,00,2,0,9.8,3.9,7.6,0,0,0,0,99.99,N,0,N,0,0,N,N,N,5,7,1,32.4,1,21.6,6,N,N,5,9,7,,,0,325,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,1984,N,N,N,N,,0,,Y,5,25,2040,,Y,69,G,7,79.04
31,  NKA-FRANK-007,1,8,0,00000,0,00,061,00000,'Franklin Canal',,'Private Rd','2.8 mi SW Bloomington',99.99,0,0,,0,40045460,099044239,320,3,25,69,09,1970,1,0,5,2024,0,5.5,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,5.5,9.2,9.8,0,0,5.5,5.5,99.99,N,0,N,0,0,6,7,6,5,N,5,,5,,*,4,N,5,9,6,,,0,524,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,3,,0,0,0,1,0,0,0,,0,,Y,6,5,2044,,Y,69,F,6,53.9
31,  NKA-FRANK-013,1,8,8,00000,0,00,061,00000,'Franklin Canal',,'Private Rd.','0.1 mi W of Franklin',99.99,0,0,,0,40061341,098574296,320,3,25,69,09,1970,1,0,5,2024,0,3.7,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,3.7,9.1,10.1,0,0,3.7,3.7,99.99,N,0,N,0,0,6,7,5,6,N,5,,5,,*,4,N,5,9,8,,,0,524,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,3,,0,0,0,6,0,0,0,,0,,Y,6,5,2044,,Y,69,F,5,37.37
31,00000000000A048,1,6,1,00501,0,03,173,00000,'BLACKBIRD CREEK',,'IRR BIA RTE  501','5 KM   EAST OF MACY',99.99,3.1,0,0000000000,0,42063350,096190150,10,3,62,62,09,1967,2,0,28,2024,2,7.3,0,0,0,0,0,0,0,5,0,0,0,B,1,5,1,22,0,00,3,0,7.3,11,33.2,0.2,0.2,7.3,7.8,99.99,N,0,N,0,0,5,5,4,7,N,2,31.3,2,24.1,4,6,N,3,4,4,,,33.2,424,24,N  ,N  ,N  ,,,,0,0,0,2024,,0,               ,0,N,2,,0,1,0,2,6,0,8,5,0,,Y,5,35,2044,0,Y,62,P,4,258.96
31,00000000000A100,1,6,1,00050,0,03,173,00000,'NORTH BLACKBIRD CREEK',,'IRR BIA RTE 50','SOUTH EDGE OF MACY',99.99,3.7,0,0000000000,0,42063200,096212230,11,3,62,62,09,1978,2,0,108,2024,6,8,0,0,0,1,0,0,0,5,0,0,0,A,1,5,5,02,0,00,3,0,9.8,20.7,45.7,0.4,0.4,9.8,10.5,99.99,N,0,N,0,0,7,7,7,5,N,2,49.5,2,37.6,7,7,N,5,7,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,2024,,0,               ,0,N,2,,0,1,0,1,1,0,8,10,0,,Y,5,137,2044,0,Y,62,G,7,479.85
31,00000000000A106,1,6,1,00001,0,03,173,00000,'FOX CREEK',,'IRR BIA RTE 1','4.8 KM WEST&SOUTH OF MACY',99.99,2.3,0,0000000000,0,42055660,096223230,11,3,62,62,09,1980,2,0,215,2024,6,7,0,0,0,1,0,0,1,5,0,0,0,A,1,5,5,02,0,00,3,0,8.8,20.7,45.7,0.4,0.4,9.8,10.6,99.99,N,0,N,0,0,7,7,7,5,N,2,52.4,2,40.6,7,7,N,5,7,6,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,2024,,0,               ,0,N,2,,0,1,0,1,1,0,8,10,0,,Y,8,268,2044,0,Y,62,G,7,484.42
31,00000000000A107,1,6,1,00001,0,03,173,00000,'SOUTH BLACKBIRD CREEK',,'IRR BIA RTE 1','3.6 KM  SOUTHEAST OF MACY',99.99,7.6,0,0000000000,0,42045647,096202119,10,3,62,62,09,1981,2,0,108,2024,6,8,0,0,0,1,0,0,1,5,0,0,0,A,1,5,5,02,0,00,3,0,9.8,20.7,45.7,0.4,0.4,9.8,10.6,99.99,N,0,N,0,0,7,7,6,6,N,2,52.5,2,40.6,6,7,N,5,7,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,2024,,0,               ,0,N,2,,0,1,0,1,1,0,8,10,0,,Y,8,134,2044,0,Y,62,F,6,484.42
31,00000000000A113,1,6,1,00002,0,03,173,00000,'NORTH BLACKBIRD CREEK',,'IRR BIA RTE 2','1.7 KM WEST OF MACY',99.99,6.9,0,0000000000,0,42064150,096223740,11,3,62,62,08,1983,2,0,364,2024,6,7,0,45,0,1,0,0,1,5,0,0,0,A,1,5,5,02,0,00,3,0,8.5,21.3,45.7,0.4,0.4,9.8,10.6,99.99,N,0,N,0,0,7,7,7,6,N,2,54.4,2,42.6,7,7,N,5,7,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,2024,,0,               ,0,N,2,,0,1,0,1,1,0,8,9,0,,Y,8,454,2044,0,Y,62,G,7,484.42
31,00000000000A126,1,6,1,00002,0,03,173,00000,'NORTH BLACKBIRD CREEK',,'IRR BIA RTE  2','5 KM   NORTHWEST OF MACY',99.99,1,0,0000000000,0,42081770,096234350,5,3,62,62,08,1993,2,0,158,2024,5,9,0,45,0,0,0,0,1,5,0,0,0,A,1,5,5,02,0,00,3,0,8.8,21.3,47.2,0,0,9.8,10.4,99.99,N,0,N,0,0,6,7,7,7,N,2,43.5,2,32.7,7,7,N,5,7,8,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,2024,,0,               ,0,N,2,,0,1,0,1,1,0,8,10,0,,Y,5,191,2044,0,Y,62,F,6,490.88
31,00000000000A150,1,6,1,07000,0, 7,173,00000,'UNNAMED CANAL',,'IRR BIA RTE 52','50M W OF NE HWY 77',99.99,0,0,0000000000,0,42143151,096282360,1,3,62,62,06,2007,2,0,415,2024,5,10.3,0,62,0,N,N,N,N,5,0,0,0,A,1,9,1,19,0,00,2,0,28.3,3.1,7.5,2.3,0,10.3,10.3,99.99,N,0,N,0,0,N,N,N,6,7,1,44.4,1,32.6,7,6,N,5,6,5,,,0,424,24,N  ,N  ,N  ,,,,0,0,0,2024,,0,               ,0,N,2,,0,1,0,N,N,N,N,2,0,1,Y,8,582,2044,0,Y,62,G,7,77.25
31,00000000000B314,1,6,1,00815,0,01,147,00000,'ROYS CREEK',,'IRR BIA RTE 815','1.4KM W 1.9KM N TRIBAL HQ',99.99,0.437,0,0000000000,0,39595986,095235443,10,3,62,62,09,1995,2,0,50,2023,6,9.2,0,0,0,0,1,1,0,5,0,0,0,A,1,5,6,02,0,00,3,0,8.5,21.4,45.7,0,0,8.5,9.2,99,N,0,N,0,0,6,7,7,7,N,2,87,2,52.6,7,7,N,5,5,7,,,0,1223,24,N  ,N  ,N  ,,,,0,0,0,2023,,0,               ,0,N,2,,0,1,0,1,1,0,1,10,0,,Y,8,100,2043,0,Y,62,F,6,420.44
31,00000000000B315,1,6,1,00820,0,01,147,00000,'DEER CREEK',,'IRR BIA RTE 820','1.1 KM. N. OF STATE LINE',99.99,5.471,0,0000000000,0,40001810,095200760,13,3,62,62,09,1990,2,0,200,2023,5,9,0,0,0,0,0,0,0,5,0,0,0,A,1,5,2,19,0,00,3,0,9,2.1,6.7,0,0,11,13.8,99.99,N,0,N,0,0,N,N,N,4,5,2,44.4,2,32.6,5,8,N,5,8,8,35,1,0,1223,24,N  ,N  ,N  ,,,,0,0,0,2023,,0,               ,0,N,2,,0,1,0,1,6,0,0,10,0,,Y,4,400,2043,0,Y,62,F,5,92.46
31,00000000000B316,1,6,1,00809,0,01,147,00000,'FOX CREEK',,'IRR BIA RTE 809','3.8 KM. N. OF TRIBAL HQ',99.99,0.322,0,0000000000,0,40012226,095220605,13,3,62,62,09,1990,2,0,2000,2023,5,7.3,0,30,0,0,0,0,0,5,0,0,0,A,1,5,2,19,0,00,2,0,8,3.1,6.9,0,0,9.8,13.7,99.99,N,0,N,0,0,N,N,N,4,6,2,44.4,2,32.6,6,5,N,5,4,8,,,0,1223,24,N  ,N  ,N  ,,,,0,0,0,2023,,0,               ,0,N,2,,0,1,0,1,6,0,0,5,0,,Y,8,4000,2043,0,Y,62,F,6,94.53
31,0000A13383B0138,1,6,1,00008,0, 7,173,00000,'BRANCH OMAHA CREEK',,'IRR BIA RTE 8','5 KM N OF WINNEBAGO',99.9,3.9,0,0000000000,0,42162030,096284350,2,3,62,62,09,2021,2,0,50,2024,5,9.2,0,10,0,1,1,1,1,5,0,0,0,A,1,5,2,01,0,00,3,0,6.1,15.2,38.1,0,0,8.5,9.2,99.9,N,0,N,0,0,8,8,8,8,N,3,80.6,3,62.1,8,7,N,5,8,8,,,0,624,24,N  ,N  ,N  ,,,,0,0,0,2024,,0,               ,0,N,2,,0,1,0,1,1,0,8,2,0,,Y,8,70,2044,0,Y,62,G,8,350.52
31,020701000003001,1,6,0,00259,0,6 ,171,00000,'MIDDLE LOUP RIVER',,'FDR 259','1.3 MI. E. OF THEDFORD',99.99,0.08,0,0000000000,0,41583813,100303913,48,3,64,64,09,1965,1,0,30,1994,5,4.3,0,0,0,N,N,N,N,4,0,0,0,A,1,5,7,02,0,00,3,0,4.7,7.3,23.4,0.3,0.3,4.1,4.7,99.99,N,0,N,0,0,7,7,6,6,N,8,27.9,8,21.4,6,5,N,5,8,8,,,0,1024,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,3,,0,0,0,8,7,0,8,,0,1,Y,4,45,2045,0,Y,64,F,6,109.98
31,6710001S0000000,1,6,8,00000,0,00,165,00000,'NIOBRARA RIVER',,'SERVICE ROAD','Entrance road toward visi',99.99,0,0,,,42251793,103444553,24,3,66,66,09,1985,1,0,4,2011,0,3.1,0,0,0,0,0,0,0,5,0,0,0,A,1,5,7,00,0,00,1,0,1.4,7,7.8,0,0,3.7,4.1,99.99,N,0,N,0,0,6,6,6,7,N,2,34.5,2,25.4,6,4,N,5,7,8,,,,1023,24,N  ,N  ,N  ,,,,600,60,900,,,,               ,0,N,3,,0,3,,8,8,8,8,1,0,1,Y,5,5,2031,,Y,66,F,6,31.98
31,AFNENGCB30335  ,1,6,0,00000,0,05,109,00000,'TRIBUTARY TO OAK CREEK',,'OAK AVENUE','600 FT SOUTH OF ENTRANCE',99.99,0,0,,,40502020,096450240,199,3,72,72,09,1980,1,0,10,2014,0,4.6,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,00,3,0,4.6,3.7,11.4,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,7,0,36.3,0,32.7,7,N,N,5,8,8,,,,1124,24,N  ,N  ,N  ,,,,0,1,1,2024,,,               ,0,N,3,,0,0,,N,N,N,N,,0,,Y,5,12,2034,,Y,72,G,7,52.44
31,AFNENGCB30340  ,1,6,0,00000,0,05,109,00000,'TRIBUTARY TO OAK CREEK',,'WEST FURNAS AVENUE','JUST INSIDE ENTRANCE GATE',99.99,0,0,,,40502670,096450270,0,3,72,72,09,1995,3,0,750,2014,0,12.8,3,0,0,N,N,1,0,5,0,0,0,A,1,5,1,19,0,00,3,0,14.6,3.7,11.4,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,7,0,36.3,0,32.7,7,N,N,5,8,8,,,,1124,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,,N,N,N,N,,0,,Y,5,900,2034,,Y,72,G,7,145.92
31,C000100305P    ,1,4,1,000P3,0,04,001,00000,'COTTONWOOD CREEK',,'PRIMROSE AVE.','1695 S. PRIMROSE AVE.',99.99,0,0,0000000000,0,40334248,098414452,20,3,02,02,09,1935,2,0,20,2003,0,7.9,0,0,0,0,0,0,0,5,0,0,0,P,1,5,1,01,0,00,1,0,5.6,6.7,7,0,0,5.6,6.2,99.99,N,0,N,0,0,5,5,5,5,N,0,21,0,13,4,4,N,0,5,6,,,,824,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,8,0,0,0,0,1,Y,5,34,2042,,N,31,F,5,43.4
